"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Cops2.1",6.57128119667477e-39,0.105483021143007,0.282,0.281,1.839827309445e-34,"2","Cops2"
"Cenpb.1",6.90734421684555e-39,-0.151871856649013,0.269,0.429,1.93391823383242e-34,"2","Cenpb"
"Prrc2b.1",7.87379004364699e-39,0.131137406079749,0.376,0.367,2.20450373642028e-34,"2","Prrc2b"
"Sephs1.1",7.9057833511023e-39,0.110763192886974,0.205,0.189,2.21346122264162e-34,"2","Sephs1"
"Plac9b",7.90594471462297e-39,0.125186513831374,0.103,0.036,2.21350640120014e-34,"2","Plac9b"
"Dda1.1",8.17331623710232e-39,0.129419634640684,0.38,0.365,2.28836508006391e-34,"2","Dda1"
"Wrnip1",8.28515873144914e-39,0.112951853097063,0.164,0.139,2.31967874163113e-34,"2","Wrnip1"
"Ptgr1.2",8.52923154456063e-39,-0.191452410679223,0.086,0.216,2.38801424784609e-34,"2","Ptgr1"
"Zfp639.1",8.79305518337029e-39,0.15246325789033,0.202,0.146,2.46187959024001e-34,"2","Zfp639"
"Kifap3.1",9.38637034566314e-39,0.122043934793481,0.247,0.223,2.62799596937877e-34,"2","Kifap3"
"Gse1.1",1.03801923255777e-38,-0.13037763823067,0.053,0.164,2.90624624731524e-34,"2","Gse1"
"Sertad2.1",1.07099073990069e-38,0.183169712986049,0.343,0.278,2.99855987357395e-34,"2","Sertad2"
"Stau2",1.14381201099426e-38,0.100983627755294,0.128,0.101,3.20244486838173e-34,"2","Stau2"
"Tm2d1.1",1.1472739060229e-38,0.143209806200419,0.441,0.416,3.21213748208292e-34,"2","Tm2d1"
"Sirt2.1",1.1691004840972e-38,0.176578417090231,0.427,0.356,3.27324753537535e-34,"2","Sirt2"
"Hmgb1.1",1.18033517764061e-38,0.186491257974431,0.973,0.947,3.30470243035818e-34,"2","Hmgb1"
"Limk1",1.29392425078905e-38,0.160432611709472,0.131,0.051,3.62272911735919e-34,"2","Limk1"
"Armc1.1",1.32767939217669e-38,0.151039808866765,0.315,0.269,3.7172367622163e-34,"2","Armc1"
"Rnase4.2",1.33796094729717e-38,-0.466436206912001,0.474,0.584,3.74602306024263e-34,"2","Rnase4"
"Kif5b.2",1.34603428087155e-38,0.21395794974621,0.764,0.696,3.76862677958418e-34,"2","Kif5b"
"Stard3nl.1",1.36786432833889e-38,-0.158668948281322,0.249,0.41,3.82974654648321e-34,"2","Stard3nl"
"Acads.1",1.37102473140077e-38,0.101775842969487,0.245,0.241,3.83859504297589e-34,"2","Acads"
"Nradd.1",1.3816684295825e-38,0.199831643608758,0.292,0.183,3.86839526914507e-34,"2","Nradd"
"Shb.1",1.40430700631028e-38,-0.101975651507789,0.061,0.168,3.93177875626752e-34,"2","Shb"
"Stx5a.2",1.41827323828117e-38,0.171759997878239,0.455,0.394,3.97088141253961e-34,"2","Stx5a"
"Tmem242.1",1.47559044461839e-38,0.111053684874197,0.323,0.32,4.13135812684257e-34,"2","Tmem242"
"Dcun1d5.1",1.50130254389791e-38,0.159456776476335,0.549,0.503,4.20334686240537e-34,"2","Dcun1d5"
"Tmed7.2",1.51803402892144e-38,0.152880894695649,0.47,0.445,4.25019167417424e-34,"2","Tmed7"
"Sdhc.1",1.54920838161467e-38,0.113160615893891,0.487,0.504,4.33747362684474e-34,"2","Sdhc"
"Gorasp2.1",1.57358338836648e-38,0.120962980239297,0.402,0.399,4.40571877074847e-34,"2","Gorasp2"
"Inafm1",1.82664961839123e-38,0.142725959423403,0.177,0.117,5.11425360157176e-34,"2","Inafm1"
"Rfwd2.1",1.87347652254093e-38,0.113785430637978,0.285,0.278,5.2453595678101e-34,"2","Rfwd2"
"Phax.1",1.90330968702191e-38,0.121247098163713,0.37,0.359,5.32888646172395e-34,"2","Phax"
"Mettl10.1",1.97526287076712e-38,0.137416982473273,0.213,0.161,5.53034098557377e-34,"2","Mettl10"
"Mrpl13.1",2.00475219787067e-38,0.136440454371175,0.401,0.376,5.6129052035983e-34,"2","Mrpl13"
"Mgrn1",2.03137570661143e-38,0.130168179764261,0.258,0.226,5.68744570337069e-34,"2","Mgrn1"
"Irf9",2.15370866900711e-38,-0.101153776185319,0.035,0.13,6.02995353148611e-34,"2","Irf9"
"Psmd1.1",2.15612556856492e-38,0.11194777100678,0.316,0.309,6.03672036686806e-34,"2","Psmd1"
"Gps1.1",2.41810874793602e-38,0.139579983287724,0.373,0.346,6.77022087247126e-34,"2","Gps1"
"Plscr3.1",2.61155923265792e-38,0.174622423797639,0.48,0.427,7.31184353959565e-34,"2","Plscr3"
"Ssr1.2",2.82805439619542e-38,0.177154212911932,0.551,0.498,7.91798669846793e-34,"2","Ssr1"
"Wdr1.1",3.07554679394328e-38,0.153499298525979,0.501,0.476,8.61091591368239e-34,"2","Wdr1"
"Bcl9l",3.25112427121462e-38,0.116520308242006,0.194,0.169,9.1024977345467e-34,"2","Bcl9l"
"Ap1b1",3.6694869882897e-38,-0.10871367997343,0.057,0.165,1.02738296698135e-33,"2","Ap1b1"
"Lyz1.2",4.57328839069755e-38,-1.62841615435386,0.07,0.164,1.2804292836275e-33,"2","Lyz1"
"Bin3.1",4.80643391843644e-38,-0.112779825275642,0.105,0.226,1.34570536848383e-33,"2","Bin3"
"Psma1.1",4.92857842617697e-38,0.16219142957133,0.648,0.623,1.37990338776103e-33,"2","Psma1"
"Ndufc2.2",5.34182138961303e-38,-0.24178193785181,0.784,0.861,1.49560315266386e-33,"2","Ndufc2"
"Cc2d2a",5.40704942305396e-38,0.143035691970478,0.136,0.07,1.51386569746665e-33,"2","Cc2d2a"
"Sat1.1",5.99201228867428e-38,-0.31636513676844,0.476,0.641,1.67764360058303e-33,"2","Sat1"
"Stk17b.1",6.02485365521558e-38,-0.227196275303927,0.064,0.181,1.68683852638726e-33,"2","Stk17b"
"Tnrc6b.1",6.24185898340697e-38,0.16335080709979,0.382,0.342,1.74759567817428e-33,"2","Tnrc6b"
"Ube2j1.1",6.66914997829047e-38,0.107994497912821,0.245,0.229,1.86722861092177e-33,"2","Ube2j1"
"Ddx18.1",6.7056421409867e-38,0.117846056750362,0.28,0.271,1.87744568663346e-33,"2","Ddx18"
"2700081O15Rik.1",6.78678162377327e-38,0.127128209458189,0.146,0.102,1.90016311902404e-33,"2","2700081O15Rik"
"Psme2.2",7.32031326373946e-38,-0.207385398790401,0.445,0.619,2.04954130758177e-33,"2","Psme2"
"Hspa8.2",9.30572639503423e-38,-0.220868564433137,0.88,0.945,2.60541727608168e-33,"2","Hspa8"
"Adamts9.1",9.72551101021737e-38,0.208577397433129,0.223,0.114,2.72294857264066e-33,"2","Adamts9"
"Tmem126a.1",1.07490354514761e-37,0.113529386391104,0.325,0.314,3.00951494570427e-33,"2","Tmem126a"
"Kif1b.1",1.10836141013851e-37,0.17231178351501,0.37,0.324,3.10319027610579e-33,"2","Kif1b"
"Nr4a2.1",1.17788757453856e-37,0.161347680034918,0.13,0.117,3.29784963119307e-33,"2","Nr4a2"
"Pex11b.1",1.25207839581513e-37,0.138578843383526,0.202,0.148,3.5055690926032e-33,"2","Pex11b"
"Pgs1.2",1.35229680101879e-37,-0.173138687111101,0.153,0.299,3.78616058349241e-33,"2","Pgs1"
"Prkci.1",1.41672845013846e-37,-0.12065807199065,0.117,0.243,3.96655631469767e-33,"2","Prkci"
"Ei24.1",1.47041589209512e-37,0.134554094017492,0.442,0.426,4.11687041468793e-33,"2","Ei24"
"Osbpl6",1.48305956649031e-37,-0.154784126001443,0.035,0.134,4.15227017425956e-33,"2","Osbpl6"
"Bcl11a",1.55208292778509e-37,0.144733758999876,0.14,0.048,4.3455217812127e-33,"2","Bcl11a"
"Vamp2.1",1.78459775802315e-37,0.161924701603747,0.328,0.275,4.99651680291322e-33,"2","Vamp2"
"Psma3.1",1.8814675375996e-37,0.168106918065146,0.782,0.763,5.26773281177136e-33,"2","Psma3"
"Ubb.2",1.90387960558601e-37,0.234549407326384,0.993,0.991,5.3304821197197e-33,"2","Ubb"
"Thap2",2.14495487281092e-37,0.118483761925592,0.144,0.103,6.00544465289602e-33,"2","Thap2"
"Psmd9.1",2.19657855152902e-37,0.150086352747746,0.349,0.311,6.14998062857096e-33,"2","Psmd9"
"Tcf7l1",2.28032318150684e-37,0.155199636578941,0.22,0.154,6.38444884358286e-33,"2","Tcf7l1"
"Glrx2.1",2.33519478920499e-37,0.141131133206917,0.431,0.399,6.53807837081614e-33,"2","Glrx2"
"Mpg.1",2.41581709276086e-37,0.136166554476029,0.244,0.203,6.76380469631184e-33,"2","Mpg"
"Rapgef2.1",2.58623497987457e-37,0.141048160927701,0.133,0.104,7.24094069665281e-33,"2","Rapgef2"
"Igfbp6.2",2.78336577058469e-37,-0.183820124995207,0.023,0.111,7.79286748448302e-33,"2","Igfbp6"
"Chrac1.1",2.82675807330717e-37,0.117301953999192,0.481,0.481,7.9143572536454e-33,"2","Chrac1"
"Stoml2.1",2.86447769071755e-37,0.116145015957387,0.315,0.3,8.019964638471e-33,"2","Stoml2"
"Arhgap10",2.95792904062376e-37,0.138762443077751,0.135,0.08,8.28160972793839e-33,"2","Arhgap10"
"Utp11l.1",3.02833499820662e-37,0.155846103951446,0.444,0.404,8.47873232797891e-33,"2","Utp11l"
"Asl",3.1017184084301e-37,-0.100329445092317,0.043,0.142,8.68419119992259e-33,"2","Asl"
"Crebbp.1",3.30521967217738e-37,0.12208725309625,0.359,0.351,9.25395403816223e-33,"2","Crebbp"
"Prpf19.1",3.32298310468694e-37,0.125549929532439,0.33,0.314,9.30368809650251e-33,"2","Prpf19"
"Rnf130.2",3.44287291315611e-37,0.171499331713952,0.267,0.204,9.63935558225447e-33,"2","Rnf130"
"Bcas2.2",3.52661515431879e-37,0.129594638863634,0.546,0.535,9.87381710906174e-33,"2","Bcas2"
"Rere",3.5733651200232e-37,0.135398124423837,0.314,0.282,1.0004707663041e-32,"2","Rere"
"Larp7.1",3.74363696430511e-37,0.139366061787381,0.285,0.251,1.04814347726614e-32,"2","Larp7"
"Cdc37.1",3.77469532046588e-37,0.129926569054153,0.572,0.571,1.05683919582404e-32,"2","Cdc37"
"Nsfl1c.1",3.84582183208534e-37,0.126363798941879,0.34,0.323,1.07675319654725e-32,"2","Nsfl1c"
"Thap3.1",3.87472440817435e-37,0.143831069621473,0.308,0.271,1.08484533980066e-32,"2","Thap3"
"Bend5",3.89822339449393e-37,0.142790744267483,0.145,0.069,1.09142458599041e-32,"2","Bend5"
"Zfp68.1",3.93155451555494e-37,0.161017083822205,0.262,0.181,1.10075663326507e-32,"2","Zfp68"
"Spag9.2",4.001872990362e-37,0.166384220850491,0.467,0.428,1.12044439984155e-32,"2","Spag9"
"Fosl2.2",4.11404787675914e-37,-0.101502494908747,0.137,0.256,1.15185112453502e-32,"2","Fosl2"
"Srprb",4.17967911374714e-37,0.123541535507864,0.281,0.255,1.17022655826692e-32,"2","Srprb"
"Elovl6",4.29285004065617e-37,0.106238986664558,0.101,0.055,1.20191215438291e-32,"2","Elovl6"
"Cinp.1",4.837266919673e-37,0.11409595148822,0.173,0.138,1.35433799217005e-32,"2","Cinp"
"Myh9.2",5.28995343594412e-37,0.176062247261573,0.508,0.482,1.48108116299564e-32,"2","Myh9"
"Foxn3.1",5.37371551642977e-37,0.175673016713464,0.358,0.293,1.50453287029001e-32,"2","Foxn3"
"Mga.1",5.3860286723232e-37,0.107162214109166,0.284,0.289,1.50798030767705e-32,"2","Mga"
"Tmem219.1",5.53730915284958e-37,0.112364687629138,0.329,0.321,1.55033581661482e-32,"2","Tmem219"
"Creld1",6.18397962428474e-37,0.166484035930189,0.219,0.148,1.73139061520724e-32,"2","Creld1"
"Dync1li2.1",6.19163474292136e-37,0.109744230636421,0.248,0.232,1.73353389532312e-32,"2","Dync1li2"
"Tmem164.1",6.34424480401933e-37,-0.126322181245531,0.084,0.2,1.77626166022933e-32,"2","Tmem164"
"Acaa2",6.43573545416604e-37,0.131710655791505,0.505,0.514,1.80187721245741e-32,"2","Acaa2"
"Thoc2.1",6.84817721610018e-37,0.118459706266003,0.388,0.394,1.91735265696373e-32,"2","Thoc2"
"Gtf2h5.2",7.34564963918439e-37,0.178011502364083,0.709,0.659,2.05663498597884e-32,"2","Gtf2h5"
"Fktn",7.68182247365782e-37,0.129787101790851,0.174,0.133,2.15075665617472e-32,"2","Fktn"
"Wwc2.2",8.50231414307559e-37,-0.167841741156218,0.227,0.381,2.3804779137783e-32,"2","Wwc2"
"Irak1bp1",8.72195237028593e-37,0.126647246422031,0.16,0.104,2.44197222463265e-32,"2","Irak1bp1"
"Adck5",8.84280336055087e-37,0.104921344988183,0.118,0.081,2.47580808488703e-32,"2","Adck5"
"Ahdc1",8.84528771100903e-37,0.129250277377762,0.165,0.114,2.47650365332831e-32,"2","Ahdc1"
"Xpa.1",9.62391609757457e-37,0.137025135619508,0.282,0.247,2.69450402899893e-32,"2","Xpa"
"Mapk8ip1",1.01445264803743e-36,0.134280485886775,0.145,0.079,2.84026452397519e-32,"2","Mapk8ip1"
"Flot2.1",1.08058699214338e-36,0.104622173366332,0.195,0.178,3.02542746060304e-32,"2","Flot2"
"Zfp532",1.2951212288426e-36,0.14538380974782,0.167,0.105,3.6260804165135e-32,"2","Zfp532"
"Rtkn.1",1.36597592539832e-36,-0.131537141997887,0.067,0.179,3.82445939593022e-32,"2","Rtkn"
"Bambi.2",1.38185252944131e-36,0.254861351385334,0.277,0.155,3.86891071192977e-32,"2","Bambi"
"Thap11.1",1.39407433011671e-36,0.130122157781271,0.235,0.196,3.90312930946076e-32,"2","Thap11"
"Bmyc.1",1.39701864141034e-36,0.10318671084849,0.307,0.315,3.91137279222066e-32,"2","Bmyc"
"Cir1",1.41646630214952e-36,0.104595409646121,0.399,0.419,3.96582235275823e-32,"2","Cir1"
"Gm26917.2",1.43065278985076e-36,-0.403221609431427,0.297,0.463,4.00554168102417e-32,"2","Gm26917"
"Ctsd.1",1.60789253434227e-36,0.178606097112694,0.697,0.614,4.50177751765148e-32,"2","Ctsd"
"Ctsb.1",1.6726412187102e-36,0.17001533072519,0.727,0.691,4.68306088414481e-32,"2","Ctsb"
"Selenbp1.2",1.70839881554725e-36,-0.323467328504729,0.192,0.339,4.78317500376918e-32,"2","Selenbp1"
"Yars",1.71755886459538e-36,0.135396463770254,0.173,0.117,4.80882130909415e-32,"2","Yars"
"Nicn1",1.82433396697042e-36,0.115899715342727,0.147,0.105,5.10777024072377e-32,"2","Nicn1"
"Cbr3.1",1.93061583027306e-36,0.127220672924313,0.147,0.088,5.40533820159851e-32,"2","Cbr3"
"Pkn1",1.94402231485033e-36,-0.110212212358362,0.072,0.179,5.44287367711795e-32,"2","Pkn1"
"Rab22a.1",1.98930656797966e-36,0.119754098404226,0.29,0.274,5.56966052902944e-32,"2","Rab22a"
"Rnaseh2c.1",2.02791784505214e-36,0.138080797912808,0.438,0.419,5.67776438257697e-32,"2","Rnaseh2c"
"Smim15.1",2.04907303162723e-36,0.160110404202307,0.438,0.393,5.73699467394993e-32,"2","Smim15"
"Prkcsh.1",2.21883530987453e-36,0.127362684579771,0.351,0.334,6.21229510058671e-32,"2","Prkcsh"
"Ptbp2",2.23748435749407e-36,0.137075041003762,0.213,0.161,6.2645087041119e-32,"2","Ptbp2"
"Sumo3.1",2.27490868602647e-36,0.141497178804562,0.562,0.554,6.36928933913691e-32,"2","Sumo3"
"Notch2",2.34911600579741e-36,0.114158034174733,0.159,0.155,6.57705499303158e-32,"2","Notch2"
"0610037L13Rik.1",2.37797293960508e-36,0.155493957451449,0.369,0.323,6.6578486363063e-32,"2","0610037L13Rik"
"Alg14.1",2.55424758730571e-36,0.112911694682383,0.219,0.198,7.15138239493852e-32,"2","Alg14"
"Tmem19.1",2.78931379839828e-36,0.136943872858635,0.188,0.13,7.80952077275552e-32,"2","Tmem19"
"Gabarap.1",2.98549914478371e-36,0.17758176556887,0.956,0.927,8.35880050556543e-32,"2","Gabarap"
"Ncbp2.1",3.35070435236735e-36,0.103866709827858,0.347,0.349,9.38130204575811e-32,"2","Ncbp2"
"Dcbld1.1",3.46295175162138e-36,-0.106837736662588,0.044,0.14,9.69557231418953e-32,"2","Dcbld1"
"Ppm1a.1",3.75403611491073e-36,0.110710820193956,0.289,0.28,1.05105503145271e-31,"2","Ppm1a"
"Hivep1",3.77012947730826e-36,0.131449840284582,0.163,0.11,1.05556085105677e-31,"2","Hivep1"
"Leprotl1.1",3.95239385558006e-36,0.102256668261712,0.371,0.379,1.10659123168531e-31,"2","Leprotl1"
"Lrp10",4.06080529693495e-36,-0.165772825522444,0.315,0.476,1.13694426703585e-31,"2","Lrp10"
"Zranb1",4.1290787269475e-36,0.101638886255925,0.287,0.293,1.15605946197076e-31,"2","Zranb1"
"Pgam1.1",4.24134153894994e-36,0.160561463562826,0.532,0.491,1.1874908040752e-31,"2","Pgam1"
"Nipbl.1",4.8170139366447e-36,0.146040166314058,0.459,0.442,1.34866756198178e-31,"2","Nipbl"
"Kdelc1",4.91774089935952e-36,0.130555682846603,0.134,0.065,1.37686909700268e-31,"2","Kdelc1"
"Nudt19.1",5.69924104805911e-36,0.130989679712421,0.203,0.157,1.59567350863559e-31,"2","Nudt19"
"Nfil3",5.75075874027154e-36,0.144169569134522,0.16,0.107,1.61009743210123e-31,"2","Nfil3"
"Nub1.1",5.85032428213889e-36,0.10975108872956,0.204,0.19,1.63797379251325e-31,"2","Nub1"
"Ddx47.2",6.29354328828523e-36,-0.120526031653975,0.16,0.292,1.7620662498541e-31,"2","Ddx47"
"Gcsh.1",6.40563709633049e-36,0.101798779611332,0.259,0.252,1.79345027423061e-31,"2","Gcsh"
"4930402H24Rik.2",6.559898507124e-36,0.195732894081523,0.263,0.171,1.83664038402458e-31,"2","4930402H24Rik"
"Zfp651",6.65272880428543e-36,0.141562850137816,0.159,0.102,1.86263101062383e-31,"2","Zfp651"
"Nab2",6.82646698059475e-36,0.153461797565287,0.201,0.129,1.91127422522692e-31,"2","Nab2"
"Rnf145",6.83287965703023e-36,0.105676776680652,0.226,0.217,1.91306964637532e-31,"2","Rnf145"
"Dpm1.1",6.91043436850272e-36,0.146700742912358,0.288,0.237,1.93478341449339e-31,"2","Dpm1"
"Sdcbp.2",6.98057511404608e-36,-0.218138083382738,0.496,0.662,1.95442142043062e-31,"2","Sdcbp"
"Papola.1",7.24852575122201e-36,0.137142732664362,0.517,0.503,2.02944223982714e-31,"2","Papola"
"Abce1.1",7.3229527144347e-36,0.106392205336584,0.244,0.231,2.05028030098743e-31,"2","Abce1"
"Srgap1.2",7.55483666894675e-36,0.1711945056549,0.177,0.086,2.11520317057171e-31,"2","Srgap1"
"Arfgap1.1",7.57574763169316e-36,0.13601655884844,0.229,0.184,2.12105782192145e-31,"2","Arfgap1"
"Rps17",7.76862433223021e-36,-0.150455692105267,1,0.998,2.17505944053781e-31,"2","Rps17"
"Ss18.1",8.28783658873569e-36,0.102955328943902,0.258,0.25,2.32042848811422e-31,"2","Ss18"
"Tmem39a",8.7545399184333e-36,0.141148056739625,0.175,0.109,2.45109608636295e-31,"2","Tmem39a"
"Nbeal1.2",9.52921590498303e-36,-0.119359030412822,0.329,0.477,2.66798986907715e-31,"2","Nbeal1"
"Tmem140.2",9.82297153759456e-36,-0.167674621721923,0.07,0.185,2.75023557109573e-31,"2","Tmem140"
"Adipor1.2",1.00449597367057e-35,-0.192706823092115,0.42,0.59,2.81238782708286e-31,"2","Adipor1"
"Stim2.1",1.02932644181115e-35,-0.116415650886336,0.085,0.196,2.88190817178285e-31,"2","Stim2"
"P3h2",1.07780564903623e-35,0.133934749311243,0.123,0.047,3.01764025617165e-31,"2","P3h2"
"Txlna.1",1.10064091961436e-35,0.110942982822257,0.254,0.245,3.08157444673627e-31,"2","Txlna"
"Asah1.2",1.20779808630898e-35,-0.203683960690683,0.26,0.422,3.38159308204788e-31,"2","Asah1"
"Zc3hav1.1",1.21084385424537e-35,-0.113794009151189,0.095,0.208,3.39012062311618e-31,"2","Zc3hav1"
"Npr1.1",1.21169665630239e-35,-0.178673559477845,0.038,0.135,3.39250829831542e-31,"2","Npr1"
"Mia3.1",1.24857132865791e-35,0.149091659062559,0.292,0.249,3.49575000597643e-31,"2","Mia3"
"Atpif1.2",1.24954767798209e-35,0.136934846728299,0.979,0.926,3.49848358881426e-31,"2","Atpif1"
"Isca1",1.2698621294163e-35,0.129635293484879,0.148,0.101,3.55535998993977e-31,"2","Isca1"
"Prrc1",1.27579528686708e-35,0.132288924597498,0.245,0.204,3.57197164417046e-31,"2","Prrc1"
"Btf3l4",1.28743698128183e-35,0.110712107645856,0.506,0.51,3.60456606019287e-31,"2","Btf3l4"
"Ocrl",1.33137997423831e-35,0.138916169518083,0.185,0.132,3.72759765187242e-31,"2","Ocrl"
"1500011K16Rik.1",1.33506427262557e-35,-0.119665497678969,0.334,0.485,3.73791295049708e-31,"2","1500011K16Rik"
"Sidt2.1",1.46956471533933e-35,0.111063429319042,0.194,0.174,4.11448729000706e-31,"2","Sidt2"
"Ccdc59.1",1.51364988315863e-35,0.135485718796605,0.427,0.406,4.23791694286753e-31,"2","Ccdc59"
"Strn4.1",1.52034354573257e-35,0.135121942107963,0.306,0.269,4.25665785934205e-31,"2","Strn4"
"Dgcr6.1",1.55826327115375e-35,0.128140392740375,0.421,0.405,4.36282550657628e-31,"2","Dgcr6"
"Yes1.1",1.56590082403705e-35,-0.135331686907628,0.116,0.238,4.38420912713894e-31,"2","Yes1"
"Gm26782",1.58602463725632e-35,0.133472901385995,0.198,0.151,4.44055177939024e-31,"2","Gm26782"
"Fech",1.80065485248189e-35,0.139435754126812,0.213,0.148,5.04147345597878e-31,"2","Fech"
"Itfg1.1",1.85572548476941e-35,0.126661001754557,0.279,0.25,5.19566021225739e-31,"2","Itfg1"
"Rtn3.2",2.01789248543958e-35,-0.184663693080488,0.417,0.586,5.64969538073374e-31,"2","Rtn3"
"Psmc3.2",2.05806692653241e-35,0.145653930197238,0.552,0.537,5.76217578090543e-31,"2","Psmc3"
"Ctdspl2.1",2.2594695097508e-35,0.118152890499171,0.256,0.239,6.32606273340029e-31,"2","Ctdspl2"
"Psat1.2",2.57347962499487e-35,-0.150093073761734,0.073,0.189,7.20522825406064e-31,"2","Psat1"
"Lamb2.2",2.6279412345859e-35,0.193877806529495,0.359,0.265,7.3577098685936e-31,"2","Lamb2"
"2210016L21Rik.1",2.73050871568242e-35,0.115542927918868,0.303,0.284,7.64487830216765e-31,"2","2210016L21Rik"
"Ahcyl2.1",2.87121608393852e-35,-0.120221894015494,0.066,0.172,8.03883079181106e-31,"2","Ahcyl2"
"Fkbp4.2",3.078250378388e-35,-0.215358564335003,0.412,0.58,8.61848540941073e-31,"2","Fkbp4"
"Foxp1.2",3.23091496711749e-35,0.178347332094994,0.731,0.622,9.04591572493555e-31,"2","Foxp1"
"Cnih1.1",3.45675644519348e-35,0.126687184332884,0.474,0.468,9.67822669525272e-31,"2","Cnih1"
"Akt1s1.1",3.53267476632176e-35,0.11176543428368,0.323,0.313,9.89078281074766e-31,"2","Akt1s1"
"Map4k4.2",3.54678943029202e-35,0.200952400588753,0.478,0.378,9.9303010469316e-31,"2","Map4k4"
"Tnrc6a",3.56621121338928e-35,0.123132657243986,0.415,0.414,9.98467815524731e-31,"2","Tnrc6a"
"Lsm7.1",3.68384697750541e-35,0.119113293480528,0.296,0.277,1.03140347676197e-30,"2","Lsm7"
"Map2k2.1",3.7085255054041e-35,0.128142454495425,0.604,0.601,1.03831297100304e-30,"2","Map2k2"
"Vmac",3.79347264118476e-35,0.117403378305908,0.131,0.084,1.06209647007891e-30,"2","Vmac"
"Myof.2",3.83147457086851e-35,-0.224241309688076,0.22,0.376,1.07273625035177e-30,"2","Myof"
"Dnal4.1",3.83692788240169e-35,0.116162245450684,0.304,0.283,1.07426306851482e-30,"2","Dnal4"
"Rras2.2",3.91408699906105e-35,-0.153956288458613,0.166,0.304,1.09586607799711e-30,"2","Rras2"
"Hdac7",4.02977788851064e-35,-0.16911139515102,0.24,0.393,1.12825721322521e-30,"2","Hdac7"
"Rps28.2",4.21573585833176e-35,-0.235234178355693,0.997,0.995,1.18032172561573e-30,"2","Rps28"
"Mat2b.1",4.31425377907304e-35,0.105548004822563,0.41,0.414,1.20790477306487e-30,"2","Mat2b"
"Hspa1a.2",4.344512687716e-35,0.523710493485583,0.306,0.222,1.21637666230672e-30,"2","Hspa1a"
"Galnt18.2",4.48511784086064e-35,-0.299617402101286,0.122,0.254,1.25574329308416e-30,"2","Galnt18"
"Mr1",5.00356576689484e-35,0.151193627444305,0.138,0.053,1.40089834341522e-30,"2","Mr1"
"Rps27.2",5.34520650983128e-35,-0.221525847126151,0.999,0.999,1.49655091862256e-30,"2","Rps27"
"Atp7a",5.39975793616786e-35,0.118664567563299,0.114,0.084,1.51182422696828e-30,"2","Atp7a"
"Ptk7",5.41035489688115e-35,0.168735081316479,0.324,0.26,1.51479116402878e-30,"2","Ptk7"
"Grasp.2",5.62772299942342e-35,-0.187444802792608,0.082,0.202,1.57564988537857e-30,"2","Grasp"
"Pbrm1.1",5.87607258541782e-35,0.175022695463973,0.606,0.567,1.64518280246528e-30,"2","Pbrm1"
"Rbbp4.1",5.94574601769051e-35,0.131602459353444,0.392,0.374,1.66468997003299e-30,"2","Rbbp4"
"Tcea3.1",6.20032304104564e-35,-0.138525209575885,0.215,0.352,1.73596644503196e-30,"2","Tcea3"
"Zfp329.1",7.32909313526462e-35,0.138381544036917,0.228,0.192,2.05199949601139e-30,"2","Zfp329"
"Zfp46",7.34518483453575e-35,0.149424691783187,0.145,0.071,2.05650484997332e-30,"2","Zfp46"
"Dzip1l.1",7.97064661794181e-35,0.125752393579668,0.128,0.087,2.23162164009135e-30,"2","Dzip1l"
"Cox5a.2",8.06725952404943e-35,-0.233493538463719,0.777,0.828,2.25867132154336e-30,"2","Cox5a"
"1110059E24Rik.2",8.26458314658734e-35,0.15137719562459,0.349,0.301,2.31391798938152e-30,"2","1110059E24Rik"
"Tmem70.1",8.31549334763822e-35,0.110705585721927,0.22,0.19,2.32817182747175e-30,"2","Tmem70"
"Tmod2",9.18845434560776e-35,0.124690955092399,0.127,0.041,2.57258344768326e-30,"2","Tmod2"
"Zfp131",9.39676704570262e-35,0.122141621325864,0.234,0.206,2.63090683745582e-30,"2","Zfp131"
"Maml2.1",9.88051635549647e-35,0.151739555056164,0.165,0.099,2.7663469692119e-30,"2","Maml2"
"Cul5.1",9.91713339822675e-35,0.122667977418536,0.277,0.25,2.77659900883553e-30,"2","Cul5"
"Rnf214.1",1.05220417925924e-34,0.128628115714536,0.194,0.155,2.94596126109001e-30,"2","Rnf214"
"Tor1a.1",1.13612273064914e-34,0.135914370466582,0.281,0.236,3.18091642127147e-30,"2","Tor1a"
"Nifk.1",1.19058738651548e-34,0.111795108091343,0.255,0.238,3.33340656476603e-30,"2","Nifk"
"Clptm1l.2",1.2483105413649e-34,0.132533689393249,0.431,0.414,3.49501985371344e-30,"2","Clptm1l"
"Lzic.1",1.28116612354867e-34,0.101466678836527,0.183,0.163,3.58700891271157e-30,"2","Lzic"
"M6pr.1",1.30245157423134e-34,0.12006030636765,0.449,0.451,3.6466039175329e-30,"2","M6pr"
"Igf2bp3.1",1.3174542432308e-34,0.114254402749073,0.262,0.252,3.68860839019761e-30,"2","Igf2bp3"
"Rab11a.1",1.32422220631506e-34,-0.271523558348653,0.485,0.638,3.70755733324092e-30,"2","Rab11a"
"Snap23.1",1.39430513448059e-34,0.138078481484157,0.309,0.269,3.90377551551875e-30,"2","Snap23"
"Egr1.2",1.48175153698251e-34,0.285961267206676,0.595,0.445,4.14860795324364e-30,"2","Egr1"
