"","X12.5","X13","X13.5","X14","X14.5","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24"
"Cre01.g002200",6.21435374373492,6.10388906192061,6.32796567763786,6.53881392556011,6.58027100363076,6.52738123919255,6.32440789593909,6.31390271560502,6.31246635546851,6.17638055059246,6.0110953175183,6.05530118727531,5.89541697294899,5.63712805217705,5.648581444467
"Cre01.g002350",3.90715273375093,3.67118883441264,3.39263795045364,3.20963662468698,3.31966239458542,3.52830368539286,3.21767661451297,3.26317715840446,3.1696925297855,3.24697718675456,3.13832277144781,3.2071281582101,3.17587201913588,3.18821995188032,2.82596067629287
"Cre01.g003376",0.555535693347203,1.54907922243767,2.13586223175528,2.12622864546935,2.1608107448066,2.02606620262236,1.85587133825286,2.01130419505539,1.92575259955147,2.48984280718311,2.41279869666801,2.57325837271069,2.60119632231868,2.17402979007015,3.42465563203616
"Cre01.g007051",10.1798745815721,10.7585113512285,10.647905627734,10.7779050779717,10.9041469668838,11.0088422609924,10.9980061829612,10.9742226798098,11.0057887982571,10.6299599578841,10.5824282521772,10.4762199419434,10.3997168887421,10.4164572254297,10.3739647266976
"Cre01.g008000",3.43202793139528,3.54235700586904,3.53828820522324,3.48341651560889,3.64933932915043,3.50647984280802,3.49026802501537,3.21111835081087,3.06960744448089,2.79627575974336,2.76250854472231,2.8738682415853,2.9716758646205,2.97882081525291,3.00553153481106
"Cre01.g010848",1.97994951386993,2.47625508227332,2.95088864488629,3.20887749101482,3.54563834718261,3.55070475441266,3.76907180167813,3.87193956170843,3.87500562177432,3.66560363483569,3.75055338872793,3.65988988295654,3.55453189922228,3.51160760147027,3.78626898431961
"Cre01.g011350",3.25823201385932,3.32551716065659,3.35697428336402,3.38652660152194,3.40990126793957,3.49119792220187,3.67637220152726,3.48063078371673,3.43964789233193,3.38480838935546,3.32774461079892,3.35461533002779,3.26454892823553,3.33902094780828,3.25127509875551
"Cre01.g012450",3.34376307840962,3.69786666786196,2.98961209505773,2.92940030551686,2.85427103553838,2.78444715068486,2.67118652302564,2.67699859567973,2.59537063412831,3.02728425224699,2.97950529665895,3.39680854703153,3.43030699841503,3.31320905470494,2.86229048634479
"Cre01.g012500",5.07294534262539,4.69839027404784,4.81484960973488,4.72494829447087,4.69366419775592,4.41282725104801,4.54431017585381,4.28863585461757,4.07988441558378,3.64942994879327,3.67869854126092,4.70804206505193,5.84768438017156,4.58393791077351,4.35280076445376
"Cre01.g013300",4.24377113069016,4.20045920279764,4.02555171021732,3.98385083947139,3.89425803196082,3.79310734866581,3.86511937198511,3.98872734828119,3.90144998864696,4.20969517937528,4.17002451381921,4.20845039080803,4.18338184940366,4.18850787128075,3.8559092565529
"Cre01.g015550",2.47197823975657,2.80899654729064,3.2233977426341,3.35341527664436,3.62349852740804,3.67757201915454,3.59994505332618,3.56298008513172,3.2708329175219,3.23070387024553,3.15530493677345,3.13336441586954,3.16845052167811,2.52285668168424,2.25935222529258
"Cre01.g016050",5.7784903432415,5.50378649164646,5.13263053406462,5.07333295639122,4.89082264484687,4.79345362486564,4.60814676635387,4.56928577374559,4.49512251023831,5.07501762437276,4.92644523675714,5.21906178393482,5.24544308334733,5.09097395898433,5.00934989532979
"Cre01.g016514",4.86640950512941,4.28561131768061,4.13297680616014,4.51734498964277,4.63310633712612,4.5974623866838,4.74784878035944,4.98081714049537,5.15138099940767,5.42823685551698,5.4518049608961,5.65797046532481,5.6361599931569,5.33751652536916,5.9715252010957
"Cre01.g016570",3.57363543760405,3.71957085783524,3.24593776903899,3.24889702408747,3.12222321099647,3.14359391785066,2.91300726388529,2.92376097063083,2.68852299434357,2.92221115624925,2.81929513795585,3.00748468948282,3.11423523903668,3.03815661899562,2.87048293311145
